"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Franklin","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","15398","50.6763","State Executive"
"Franklin","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","14807","48.7313","State Executive"
"Franklin","Washington State Insurance Commissioner","WRITE-IN"," ","180","0.5924","State Executive"
"Franklin","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","15272","67.1946","Legislative"
"Franklin","Legislative District 9 State Senator","Jenn Goulet","(Prefers Democratic Party)","7388","32.5062","Legislative"
"Franklin","Legislative District 9 State Senator","WRITE-IN"," ","68","0.2992","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","17002","75.6889","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 1","Brett Borden","(Prefers Libertarian Party)","5322","23.6923","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","139","0.6188","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","18686","97.6229","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","455","2.3771","Legislative"
"Franklin","Legislative District 16 State Senator","Danielle Garbe Reser","(Prefers Democratic Party)","4558","58.8889","Legislative"
"Franklin","Legislative District 16 State Senator","Perry Dozier","(Prefers Republican Party)","3174","41.0078","Legislative"
"Franklin","Legislative District 16 State Senator","WRITE-IN"," ","8","0.1034","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 1","Mark Klicker","(Prefers Republican Party)","3404","44.1276","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 1","Frances Chvatal","(Prefers Democratic Party)","4306","55.8206","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 1","WRITE-IN"," ","4","0.0519","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 2","Skyler Rude","(Prefers Republican Party)","3518","45.6705","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 2","Carly Coburn","(Prefers Democratic Party)","4178","54.2386","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 2","WRITE-IN"," ","7","0.0909","Legislative"
"Franklin"," Commissioner District 1","Brad Peck","(Prefers Republican Party)","13550","43.6056","County"
"Franklin"," Commissioner District 1","Kim Lehrman","(Prefers Democrat Party)","12123","39.0133","County"
"Franklin"," Commissioner District 1","WRITE-IN"," ","5401","17.3811","County"
"Franklin"," Commissioner District 2","Rocky Mullen","(Prefers Republican Party)","18348","59.1776","County"
"Franklin"," Commissioner District 2","Ana Ruiz Peralta","(Prefers Democratic Party)","12613","40.6805","County"
"Franklin"," Commissioner District 2","WRITE-IN"," ","44","0.1419","County"
"Franklin","Supreme Court Justice Position #03","Dave Larson"," ","15715","55.1868","Judicial"
"Franklin","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","12708","44.6271","Judicial"
"Franklin","Supreme Court Justice Position #03","WRITE-IN"," ","53","0.1861","Judicial"
"Franklin","Supreme Court Justice Position #04","Charles W. Johnson"," ","22900","98.4777","Judicial"
"Franklin","Supreme Court Justice Position #04","WRITE-IN"," ","354","1.5223","Judicial"
"Franklin","Supreme Court Justice Position #06","Richard S. Serns"," ","12720","46.5627","Judicial"
"Franklin","Supreme Court Justice Position #06","G. Helen Whitener"," ","14507","53.1042","Judicial"
"Franklin","Supreme Court Justice Position #06","WRITE-IN"," ","91","0.3331","Judicial"
"Franklin","Supreme Court Justice Position #07","Debra L. Stephens"," ","22881","98.6037","Judicial"
"Franklin","Supreme Court Justice Position #07","WRITE-IN"," ","324","1.3963","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Dave Petersen"," ","18177","62.9921","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Sharon Brown"," ","10590","36.6995","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","WRITE-IN"," ","89","0.3084","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 2","Joe Burrowes"," ","24006","99.227","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 2","WRITE-IN"," ","187","0.773","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 3","Alexander Carl Ekstrom"," ","23678","99.2747","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 3","WRITE-IN"," ","173","0.7253","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 4","Cameron Mitchell"," ","24111","99.3121","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 4","WRITE-IN"," ","167","0.6879","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 5","Sam Swanberg"," ","23842","99.259","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 5","WRITE-IN"," ","178","0.741","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 6","Carrie Runge"," ","23074","98.9451","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 6","WRITE-IN"," ","246","1.0549","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 7","Jacqueline Shea Brown"," ","23664","99.2701","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 7","WRITE-IN"," ","174","0.7299","Judicial"
"Franklin","Public Utility District Commissioner #2","Bill Gordon"," ","18285","66.474","Public Utility"
"Franklin","Public Utility District Commissioner #2","Casey Cochrane"," ","9131","33.1952","Public Utility"
"Franklin","Public Utility District Commissioner #2","WRITE-IN"," ","91","0.3308","Public Utility"
"Garfield","Washington State Referendum Measure No. 90","Approved"," ","435","30.2083","State Executive"
"Garfield","Washington State Referendum Measure No. 90","Rejected"," ","1005","69.7917","State Executive"
"Garfield","Washington State Advisory Vote No. 32","Repealed"," ","1135","80.7255","State Executive"
"Garfield","Washington State Advisory Vote No. 32","Maintained"," ","271","19.2745","State Executive"
"Garfield","Washington State Advisory Vote No. 33","Repealed"," ","1128","81.5029","State Executive"
"Garfield","Washington State Advisory Vote No. 33","Maintained"," ","256","18.4971","State Executive"
"Garfield","Washington State Advisory Vote No. 34","Repealed"," ","1126","81.5351","State Executive"
"Garfield","Washington State Advisory Vote No. 34","Maintained"," ","255","18.4649","State Executive"
"Garfield","Washington State Advisory Vote No. 35","Repealed"," ","955","69.6572","State Executive"
"Garfield","Washington State Advisory Vote No. 35","Maintained"," ","416","30.3428","State Executive"
"Garfield","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","434","31.5636","State Executive"
"Garfield","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","941","68.4364","State Executive"
"Garfield"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","366","24.5803","Federal"
"Garfield"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","1069","71.7931","Federal"
"Garfield"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","42","2.8207","Federal"
"Garfield"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","2","0.1343","Federal"
"Garfield"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","1","0.0672","Federal"
"Garfield"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","1","0.0672","Federal"
"Garfield"," President/Vice President","WRITE-IN"," ","8","0.5373","Federal"
"Garfield","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","1190","81.0627","Congressional"
"Garfield","Congressional District 5 U.S. Representative","Dave Wilson","(Prefers Democratic Party)","275","18.733","Congressional"
"Garfield","Congressional District 5 U.S. Representative","WRITE-IN"," ","3","0.2044","Congressional"
"Garfield","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","349","23.613","State Executive"
"Garfield","Washington State Governor","Loren Culp","(Prefers Republican Party)","1118","75.6428","State Executive"
"Garfield","Washington State Governor","WRITE-IN"," ","11","0.7442","State Executive"
"Garfield","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","450","38.0711","State Executive"
"Garfield","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","270","22.8426","State Executive"
"Garfield","Washington State Lt. Governor","WRITE-IN"," ","462","39.0863","State Executive"
"Garfield","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","1113","78.5462","State Executive"
"Garfield","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","301","21.2421","State Executive"
"Garfield","Washington State Secretary of State","WRITE-IN"," ","3","0.2117","State Executive"
"Garfield","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","318","22.7305","State Executive"
"Garfield","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","1076","76.9121","State Executive"
"Garfield","Washington State State Treasurer","WRITE-IN"," ","5","0.3574","State Executive"
"Garfield","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","395","28.3764","State Executive"
"Garfield","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","993","71.3362","State Executive"
"Garfield","Washington State State Auditor","WRITE-IN"," ","4","0.2874","State Executive"
"Garfield","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","369","26.1888","State Executive"
"Garfield","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","1039","73.7402","State Executive"
"Garfield","Washington State Attorney General","WRITE-IN"," ","1","0.071","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","359","25.7717","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","1032","74.0847","State Executive"
"Garfield","Washington State Commissioner of Public Lands","WRITE-IN"," ","2","0.1436","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","628","50.8502","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","600","48.583","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","WRITE-IN"," ","7","0.5668","State Executive"
"Garfield","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","532","39.9699","State Executive"
"Garfield","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","789","59.2787","State Executive"
"Garfield","Washington State Insurance Commissioner","WRITE-IN"," ","10","0.7513","State Executive"
"Garfield","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","1095","79.5785","Legislative"
"Garfield","Legislative District 9 State Senator","Jenn Goulet","(Prefers Democratic Party)","274","19.9128","Legislative"
"Garfield","Legislative District 9 State Senator","WRITE-IN"," ","7","0.5087","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","1236","87.0423","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","Brett Borden","(Prefers Libertarian Party)","175","12.3239","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","9","0.6338","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","1246","98.033","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","25","1.967","Legislative"
"Garfield"," COUNTY AUDITOR","McKenzie Lueck","(Prefers States No Party Preference Party)","1268","98.677","County"
"Garfield"," COUNTY AUDITOR","WRITE-IN"," ","17","1.323","County"
"Garfield","Garfield COUNTY COMMISSIONER 1","Jim Nelson","(Prefers Republican Party)","928","64.3551","County"
"Garfield","Garfield COUNTY COMMISSIONER 1","Vonni (Vonda) Mulrony","(Prefers Republican Party)","503","34.8821","County"
"Garfield","Garfield COUNTY COMMISSIONER 1","WRITE-IN"," ","11","0.7628","County"
"Garfield","Garfield COUNTY COMMISSIONER 2","Larry Ledgerwood","(Prefers States No Party Preference Party)","921","64.4507","County"
"Garfield","Garfield COUNTY COMMISSIONER 2","Wynne McCabe","(Prefers States No Party Preference Party)","504","35.2694","County"
"Garfield","Garfield COUNTY COMMISSIONER 2","WRITE-IN"," ","4","0.2799","County"
"Garfield","Supreme Court Justice Position #03","Dave Larson"," ","789","65.6953","Judicial"
"Garfield","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","403","33.5554","Judicial"
"Garfield","Supreme Court Justice Position #03","WRITE-IN"," ","9","0.7494","Judicial"
"Garfield","Supreme Court Justice Position #04","Charles W. Johnson"," ","1044","98.5836","Judicial"
"Garfield","Supreme Court Justice Position #04","WRITE-IN"," ","15","1.4164","Judicial"
"Garfield","Supreme Court Justice Position #06","Richard S. Serns"," ","599","51.5935","Judicial"
"Garfield","Supreme Court Justice Position #06","G. Helen Whitener"," ","555","47.8036","Judicial"
"Garfield","Supreme Court Justice Position #06","WRITE-IN"," ","7","0.6029","Judicial"
